Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
marked-by-the-rose-unisex-tee,,,,,,,,,White,,,XL,,,,,'28701123410260993010,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9163033353669189706_2048.jpg?v=1774122884,lb,,7.91,
marked-by-the-rose-unisex-tee,,,,,,,,,Black,,,XL,,,,,'10944170481029949840,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/13478795103084927934_2048.jpg?v=1774122902,lb,,7.91,
marked-by-the-rose-unisex-tee,,,,,,,,,White,,,2XL,,,,,'22760217612485577124,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9163033353669189706_2048.jpg?v=1774122884,lb,,9.04,
marked-by-the-rose-unisex-tee,,,,,,,,,Black,,,2XL,,,,,'57969267627573561846,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/13478795103084927934_2048.jpg?v=1774122902,lb,,9.04,
marked-by-the-rose-unisex-tee,,,,,,,,,White,,,3XL,,,,,'22289541990858814709,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9163033353669189706_2048.jpg?v=1774122884,lb,,10.00,
marked-by-the-rose-unisex-tee,,,,,,,,,Black,,,3XL,,,,,'14914278779070949675,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/13478795103084927934_2048.jpg?v=1774122902,lb,,10.00,
marked-by-the-rose-unisex-tee,,,,,,,,,White,,,4XL,,,,,'20048162629436290648,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9163033353669189706_2048.jpg?v=1774122884,lb,,11.07,
marked-by-the-rose-unisex-tee,,,,,,,,,Black,,,4XL,,,,,'15029142399778098056,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/13478795103084927934_2048.jpg?v=1774122902,lb,,11.07,
marked-by-the-rose-unisex-tee,,,,,,,,,White,,,5XL,,,,,'27794946672361022452,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9163033353669189706_2048.jpg?v=1774122884,lb,,12.02,
marked-by-the-rose-unisex-tee,,,,,,,,,Black,,,5XL,,,,,'54663235521235829408,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/13478795103084927934_2048.jpg?v=1774122902,lb,,12.02,
the-crimson-reliquary-crop-tank,The Crimson Reliquary Crop Tank,"Whether a warm summer night on the town or hitting the yoga studio this Women’s Crop Top is versatile, stylish, and comfortable! Diversify your wardrobe with this relaxed fit, light weight (3.6 oz) top, available in a variety of earth tone and neutral colors. Mix and match across your closet!<br><p>.: Relaxed fit<br>.: 52% combed and ringspun cotton, 48% polyester (fiber content may vary for different colors)<br>.: Extra Light Fabric (3.6 oz/yd² (122 g/m²))<br>.: Tear away label </p>",Printify,Uncategorized,Tank Top,"Crop tops, Cropped, DTG, Regular fit, Tank Tops, Women's Clothing",true,Size,S,,Color,Dark Grey Heather,,,,,'23256339543375598157,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/364974878331603382_2048.jpg?v=1774125350,1,Red sleeveless shirt with graphic design on a white background,false,Crimson Reliquary Crop Tank | Gothic Dark Fashion,Dark gothic crop tank with crimson reliquary design. Lightweight and versatile. Charmed & Dark alternative style for the darkly devoted.,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10378098481940233390_2048.jpg?v=1774304608,lb,,11.05,active
the-crimson-reliquary-crop-tank,,,,,,,,,S,,,Solid Black Blend,,,,,'29321577084614484854,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9095705340127816315_2048.jpg?v=1774125785,2,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16289705625593012924_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,S,,,Heather Deep Teal,,,,,'20770121347373501316,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16289705625593012924_2048.jpg?v=1774125785,3,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/394210310876142064_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,S,,,Heather Dusty Blue,,,,,'15307627645535156077,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/4538050869625545235_2048.jpg?v=1774125785,4,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7908371956949939222_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,S,,,Heather Mauve,,,,,'10456371492267358337,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7908371956949939222_2048.jpg?v=1774125785,5,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/364974878331603382_2048.jpg?v=1774125350,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,S,,,Heather True Royal,,,,,'23800071011597319236,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6630648400053430015_2048.jpg?v=1774125785,6,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2356053735599838510_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,M,,,Solid Black Blend,,,,,'39596496511603841618,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2356053735599838510_2048.jpg?v=1774125785,7,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16289705625593012924_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,M,,,Dark Grey Heather,,,,,'29406598656854884104,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1670396759367269910_2048.jpg?v=1774125785,8,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10378098481940233390_2048.jpg?v=1774304608,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,M,,,Heather Deep Teal,,,,,'84826723321419897133,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/394210310876142064_2048.jpg?v=1774125785,9,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/394210310876142064_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,M,,,Heather Dusty Blue,,,,,'12014001806158328974,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1558751669842026446_2048.jpg?v=1774125785,10,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7908371956949939222_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,M,,,Heather Mauve,,,,,'99388828390126140457,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10378098481940233390_2048.jpg?v=1774304608,11,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/364974878331603382_2048.jpg?v=1774125350,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,M,,,Heather True Royal,,,,,'19222308712498920119,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/184718161746433077_2048.jpg?v=1770511174,12,Dark gothic crop tank with crimson reliquary graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2356053735599838510_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,L,,,Solid Black Blend,,,,,'26403565989614277380,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16289705625593012924_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,L,,,Dark Grey Heather,,,,,'26223051447125615294,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10378098481940233390_2048.jpg?v=1774304608,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,L,,,Heather Deep Teal,,,,,'12961947203262678729,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/394210310876142064_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,L,,,Heather Dusty Blue,,,,,'34506074577472670794,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7908371956949939222_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,L,,,Heather Mauve,,,,,'58481675035513610239,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/364974878331603382_2048.jpg?v=1774125350,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,L,,,Heather True Royal,,,,,'27500686427804096706,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2356053735599838510_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,XL,,,Solid Black Blend,,,,,'21541584573624092848,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16289705625593012924_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,XL,,,Dark Grey Heather,,,,,'29558254102616828145,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10378098481940233390_2048.jpg?v=1774304608,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,XL,,,Heather Deep Teal,,,,,'31145934566996553563,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/394210310876142064_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,XL,,,Heather Dusty Blue,,,,,'14246101224403380154,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7908371956949939222_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,XL,,,Heather Mauve,,,,,'62230743409054874163,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/364974878331603382_2048.jpg?v=1774125350,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,XL,,,Heather True Royal,,,,,'28128199846642146487,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2356053735599838510_2048.jpg?v=1774125785,lb,,11.05,
the-crimson-reliquary-crop-tank,,,,,,,,,2XL,,,Solid Black Blend,,,,,'78412379046086784121,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16289705625593012924_2048.jpg?v=1774125785,lb,,13.07,
the-crimson-reliquary-crop-tank,,,,,,,,,2XL,,,Dark Grey Heather,,,,,'81651737039246775035,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10378098481940233390_2048.jpg?v=1774304608,lb,,13.07,
the-crimson-reliquary-crop-tank,,,,,,,,,2XL,,,Heather Deep Teal,,,,,'18566052431380954169,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/394210310876142064_2048.jpg?v=1774125785,lb,,13.07,
the-crimson-reliquary-crop-tank,,,,,,,,,2XL,,,Heather Dusty Blue,,,,,'31847156912914287670,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7908371956949939222_2048.jpg?v=1774125785,lb,,13.07,
the-crimson-reliquary-crop-tank,,,,,,,,,2XL,,,Heather Mauve,,,,,'55775418410235837165,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/364974878331603382_2048.jpg?v=1774125350,lb,,13.07,
the-crimson-reliquary-crop-tank,,,,,,,,,2XL,,,Heather True Royal,,,,,'72849661338164011303,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2356053735599838510_2048.jpg?v=1774125785,lb,,13.07,
the-crimson-reliquary-unisex-tee,The Crimson Reliquary Unisex Tee,"<p>The Gildan 5000 heavy cotton tee is a dependable classic made for everyday wear and custom printing. Its 100% cotton fabric is tightly knit to give designs sharper detail and long-lasting color. The seamless body eliminates side seams for a smoother fit, while reinforced shoulders keep the shirt in shape through repeated washes. Durable, comfortable, and print-friendly, the Gildan 5000 is a trusted staple for personalized apparel.<br><br><strong>Disclaimer</strong>:<br>- Due to the fabric properties, the White color variant may appear off-white rather than bright white.</p><br><p>.: The Gildan 5000 is made with medium fabric (5.3 oz/yd² / 180 g/m²) consisting of 100% cotton, offering year-round comfort with lasting durability.<br>.: The classic fit of this shirt ensures a comfy, relaxed wear while the crew neckline adds that neat, timeless look that can blend into any occasion, casual or semi-formal.<br>.: The tear-away label means a scratch-free experience with no irritation or discomfort whatsoever.<br>.: Made using 100% US cotton that is ethically grown and harvested. Gildan is also a proud member of the US Cotton Trust Protocol ensuring ethical and sustainable means of production. This blank tee is certified by Oeko-Tex for safety and quality assurance.</p>",Printify,Uncategorized,T-Shirt,"Crew neck, DTG, Embroidery, Men's Clothing, Neck Labels, Personalization Picks, Regular fit, Simple designs on large embroidery, T-shirts, TikTok, Unisex, Valentine's Day, Women's Clothing",true,Color,Black,,Size,S,,,,,'22744282145060253782,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18420659817092441230_2048.jpg?v=1774126182,1,Black unisex gothic tee featuring crimson reliquary dark graphic design,false,Crimson Reliquary Gothic Tee | Charmed & Dark Shirt,Bold gothic graphic tee with crimson reliquary artwork. Unisex fit. Charmed & Dark dark alternative fashion statement.,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18420659817092441230_2048.jpg?v=1774126182,lb,,7.25,active
the-crimson-reliquary-unisex-tee,,,,,,,,,Black,,,M,,,,,'21176899421999768205,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9127408326614305774_2048.jpg?v=1774126182,2,Black unisex gothic tee featuring crimson reliquary dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18420659817092441230_2048.jpg?v=1774126182,lb,,7.25,
the-crimson-reliquary-unisex-tee,,,,,,,,,Black,,,L,,,,,'27612022080217734014,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3784976777596645865_2048.jpg?v=1774126182,3,Black unisex gothic tee featuring crimson reliquary dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18420659817092441230_2048.jpg?v=1774126182,lb,,7.25,
the-crimson-reliquary-unisex-tee,,,,,,,,,Black,,,XL,,,,,'13222184551295421308,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18420659817092441230_2048.jpg?v=1774126182,lb,,7.25,
the-crimson-reliquary-unisex-tee,,,,,,,,,Black,,,2XL,,,,,'33245310415552937335,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18420659817092441230_2048.jpg?v=1774126182,lb,,8.75,
the-crimson-reliquary-unisex-tee,,,,,,,,,Black,,,3XL,,,,,'33411702356606286290,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18420659817092441230_2048.jpg?v=1774126182,lb,,9.60,
the-crimson-reliquary-unisex-tee,,,,,,,,,Black,,,4XL,,,,,'32539528968870187063,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18420659817092441230_2048.jpg?v=1774126182,lb,,10.10,
the-crimson-reliquary-unisex-tee,,,,,,,,,Black,,,5XL,,,,,'20222162303063159681,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18420659817092441230_2048.jpg?v=1774126182,lb,,10.08,
lunar-moth-phase-crop-tank,Lunar Moth Phase Crop Tank,"Whether a warm summer night on the town or hitting the yoga studio this Women’s Crop Top is versatile, stylish, and comfortable! Diversify your wardrobe with this relaxed fit, light weight (3.6 oz) top, available in a variety of earth tone and neutral colors. Mix and match across your closet!<br><p>.: Relaxed fit<br>.: 52% combed and ringspun cotton, 48% polyester (fiber content may vary for different colors)<br>.: Extra Light Fabric (3.6 oz/yd² (122 g/m²))<br>.: Tear away label </p>",Printify,Uncategorized,Tank Top,"Crop tops, Cropped, DTG, Regular fit, Tank Tops, Women's Clothing",true,Size,S,,Color,Dark Grey Heather,,,,,'12450603157091401704,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/15206789845040614131_2048.jpg?v=1774127109,1,Gothic crop tank with celestial lunar moth and moon phase design,false,Lunar Moth Crop Tank | Gothic Celestial Dark Fashion,Celestial lunar moth crop tank with moon phase design. Dark alternative fashion for the mystical and moon-obsessed.,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6133403219873305101_2048.jpg?v=1774127109,lb,,11.05,active
lunar-moth-phase-crop-tank,,,,,,,,,S,,,Solid Black Blend,,,,,'88411977813758290390,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10714035200653077005_2048.jpg?v=1774127109,2,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1039665248982987833_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,S,,,Solid White Blend,,,,,'27539187579694254510,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9510670969349522339_2048.jpg?v=1774127109,3,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/15206789845040614131_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,S,,,Heather Deep Teal,,,,,'26845221638744090890,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3522932467254704622_2048.jpg?v=1774127109,4,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3289623722278435705_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,S,,,Heather Dusty Blue,,,,,'62125243221536357727,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3978909547240345820_2048.jpg?v=1774127109,5,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14540634956265592909_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,S,,,Heather Mauve,,,,,'31268989580548112856,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1177409868786909728_2048.jpg?v=1774127109,6,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3522932467254704622_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,S,,,Heather True Royal,,,,,'48994412359895826650,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1039665248982987833_2048.jpg?v=1774127109,7,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/387501671863903615_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,M,,,Solid Black Blend,,,,,'26747547559757266243,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/942652335963509175_2048.jpg?v=1774127109,8,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/942652335963509175_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,M,,,Solid White Blend,,,,,'28997584458312790259,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/8298169835052958432_2048.jpg?v=1774127109,9,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10714035200653077005_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,M,,,Dark Grey Heather,,,,,'25549901647555932100,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14540634956265592909_2048.jpg?v=1774127109,10,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/12180579287725279407_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,M,,,Heather Deep Teal,,,,,'17104124173933459032,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9664377510025586316_2048.jpg?v=1774127109,11,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14946030785152121214_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,M,,,Heather Dusty Blue,,,,,'51495371268148349387,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3026267814296510646_2048.jpg?v=1774127109,12,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9664377510025586316_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,M,,,Heather Mauve,,,,,'79088666945245156111,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/387501671863903615_2048.jpg?v=1774127109,13,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3978909547240345820_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,M,,,Heather True Royal,,,,,'27664879188713172953,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9455660292593924485_2048.jpg?v=1774127109,14,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9455660292593924485_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,L,,,Solid Black Blend,,,,,'22417802076690310982,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14628902708121054550_2048.jpg?v=1774127109,15,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/942652335963509175_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,L,,,Solid White Blend,,,,,'34078516507051480526,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3289623722278435705_2048.jpg?v=1774127109,16,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10714035200653077005_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,L,,,Dark Grey Heather,,,,,'31558455556297693735,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14946030785152121214_2048.jpg?v=1774127109,17,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/12180579287725279407_2048.jpg?v=1774127109,lb,,11.05,
